org_ein,state,state_name,name,address,city,fips,ruledate,nteecc,region,division
232813744,PA,Pennsylvania,EASTERN PHILADELPHIA ORGANIZING PROJECT,5510 N MARSHALL ST,PHILADELPHIA,42101,2014,L50,Northeast,Middle Atlantic
232814409,PA,Pennsylvania,TRIUMPH COMMUNITY DEVELOPMENT CORPORATION,1648-52 W HUNTING PARK AVE,PHILADELPHIA,42101,1995,S20,Northeast,Middle Atlantic
232819908,PA,Pennsylvania,KEYSTONE COMMUNITY NETWORK,PO BOX 748,LOCK HAVEN,42035,1996,S022,Northeast,Middle Atlantic
232820326,PA,Pennsylvania,TAMAQUA AREA COMMUNITY PARTNERSHIP,125 PINE ST,TAMAQUA,42107,1996,S50,Northeast,Middle Atlantic
232821149,PA,Pennsylvania,PHOEBE HOUSING INC,1925 W TURNER ST,ALLENTOWN,42077,1996,L22,Northeast,Middle Atlantic
232822052,PA,Pennsylvania,HOUSING PARTNERSHIP DEVELOPMENT CORPORATION INC,NA,DOWNINGTOWN,42029,1995,S20,Northeast,Middle Atlantic
232826280,PA,Pennsylvania,LOWER MERION AFFORDABLE HOUSING CORPORATION INC,9 S BRYN MAWR AVE,BRYN MAWR,42045,1997,L50,Northeast,Middle Atlantic
232827808,PA,Pennsylvania,ASSETS LANCASTER,100 S QUEEN ST,LANCASTER,42071,1996,S43,Northeast,Middle Atlantic
232829383,PA,Pennsylvania,MOUNT PLEASANT COMMUNITY DEVELOPMENT CORPORATION,101 WASHINGTON AVE,UPPR CHICHSTR,42045,2018,S20,Northeast,Middle Atlantic
232841042,PA,Pennsylvania,HOUSING INITIATIVES COMMUNITY DEVELOPMENT CORPORATION,90 N NEWBERRY ST,YORK,42133,1998,S20,Northeast,Middle Atlantic
232844180,PA,Pennsylvania,AGAPE IMPROVEMENT & DEVELOPMENT CORP,PO BOX 212,NORRISTOWN,42091,1996,S20,Northeast,Middle Atlantic
232844673,PA,Pennsylvania,SUSQUEHANNA COUNTY HOUSING DEVELOPMENT CORPORATION INC,61 CHURCH ST STE 103,MONTROSE,42115,1996,L21,Northeast,Middle Atlantic
232850832,PA,Pennsylvania,UNITED COMMUNITIES COMMUNITY DEVELOPMENT CORPORATION,2029 S 8TH ST,PHILADELPHIA,42101,1997,S20,Northeast,Middle Atlantic
232857766,PA,Pennsylvania,FINANTA,1301 N 2ND ST,PHILADELPHIA,42101,1997,S40,Northeast,Middle Atlantic
232860865,PA,Pennsylvania,HABITAT FOR HUMANITY INTERNATIONAL INC,16 DELAWARE CREST,DINGMANS FERRY,42103,1987,L20,Northeast,Middle Atlantic
232886888,PA,Pennsylvania,CARLISLE HOUSING OPPORTUNITIES CORPORATION,114 N HANOVER STREET,CARLISLE,42041,1997,L50,Northeast,Middle Atlantic
232895377,PA,Pennsylvania,PROJECT H O M E COMMUNITY DEVELOPMENT CORPORATION,1415 FAIRMOUNT AVE SUITE 241,PHILADELPHIA,42101,1997,S20,Northeast,Middle Atlantic
232921065,PA,Pennsylvania,Y COMMUNITY DEVELOPMENT CORP,90 N NEWBERRY ST,YORK,42133,1999,S20,Northeast,Middle Atlantic
232934547,PA,Pennsylvania,COMMUNITY ACTION DEVELOPMENT CORPORATION OF BETHLEHEM,1337 E 5TH ST,BETHLEHEM,42095,1998,S20,Northeast,Middle Atlantic
232935865,PA,Pennsylvania,WESTMORELAND NON-PROFIT HOUSING CORPORATION,167 S GREENGATE RD,GREENSBURG,42129,1998,L50,Northeast,Middle Atlantic
232943764,PA,Pennsylvania,JASTECH DEVELOPMENT SERVICES INC,6134 LANCASTER AVENUE,PHILADELPHIA,42101,2002,S20,Northeast,Middle Atlantic
232948991,PA,Pennsylvania,SIMPSON SENIOR SERVICES,150 MONUMENT RD STE 105,BALA CYNWYD,42091,1999,P81,Northeast,Middle Atlantic
232955963,PA,Pennsylvania,JEFFERSON SQUARE COMMUNITY DEVELOPMENT CORPORATION,325 CHESTNUT ST STE 917,PHILADELPHIA,42101,1998,S20,Northeast,Middle Atlantic
232961701,PA,Pennsylvania,GRACE NEIGHBORHOOD DEVELOPMENT CORPORATION,7912 DUNGAN RD,PHILADELPHIA,42101,2001,S20,Northeast,Middle Atlantic
232982159,PA,Pennsylvania,LANCASTER HOUSING AND NEIGHBORHOOD DEVELOPMENT SERVICES,517 N QUEEN ST,LANCASTER,42071,2000,S22,Northeast,Middle Atlantic
233001829,PA,Pennsylvania,EASTWICK II SECTION 811 HOUSING CORPORATION,2600 BELMONT AVE,PHILADELPHIA,42101,1999,L50,Northeast,Middle Atlantic
233002271,PA,Pennsylvania,COMMUNITY LENDERS COMMUNITY DEVELOPMENT CORPORATION,120 E BROAD ST STE 2,SOUDERTON,42091,1999,S20,Northeast,Middle Atlantic
233022558,PA,Pennsylvania,COLUMBIA COUNTY HOUSING CORPORATION,700 SAWMILL RD,BLOOMSBURG,42037,2000,L50,Northeast,Middle Atlantic
233052060,PA,Pennsylvania,TACONY COMMUNITY DEVELOPMENT CORPORATION,6742 TORRESDALE AVE,PHILADELPHIA,42101,2000,S20,Northeast,Middle Atlantic
233054856,PA,Pennsylvania,KENSINGTON SOUTH COMMUNITY DEVELOPMENT CORPORATION,1627 N 2ND ST,PHILADELPHIA,42101,2000,S20,Northeast,Middle Atlantic
233061705,PA,Pennsylvania,NICETOWN COMMUNITY DEVELOPMENT CORPORATION,4416 GERMANTOWN AVE,PHILADELPHIA,42101,2001,S20,Northeast,Middle Atlantic
233062736,PA,Pennsylvania,MAYFAIR COMMUNITY DEVELOPMENT CORP,2990 SAINT VINCENT ST,PHILADELPHIA,42101,2004,S20,Northeast,Middle Atlantic
233070796,PA,Pennsylvania,CREATING OPPORTUNITIES IN NEIGHBORHOOD ENVIRONMENTS INC,31 S BROAD ST,YORK,42133,2001,L21,Northeast,Middle Atlantic
233073390,PA,Pennsylvania,GOOD SHEPHERD HOUSING DEVELOPMENT CORPORATION,GOOD SHEPHERD PLAZA 850 S 5TH ST,ALLENTOWN,42077,2002,L21,Northeast,Middle Atlantic
233074090,PA,Pennsylvania,UNIVERSAL CAPITAL INVESTMENT FUND INC,800 S 15TH ST,PHILADELPHIA,42101,2002,S31,Northeast,Middle Atlantic
233077168,PA,Pennsylvania,UPTOWN ENTERTAINMENT & DEVELOPMENT CORPORATION,2227 NORTH BROAD STREET ROOM FLOOR2,PHILADELPHIA,42101,2002,S20,Northeast,Middle Atlantic
233079514,PA,Pennsylvania,EVESHAM SECTION 811 HOUSING CORPORATION,2600 BELMONT AVE,PHILADELPHIA,42101,2001,L50,Northeast,Middle Atlantic
233080065,PA,Pennsylvania,OUR CITY READING INC,4500 PERKIOMEN AVE,READING,42011,2002,L20,Northeast,Middle Atlantic
233094818,PA,Pennsylvania,FAIRMOUNT COMMUNITY DEVELOPMENT CORPORATION,2837 W GIRARD AVE,PHILADELPHIA,42101,2002,S20,Northeast,Middle Atlantic
233099198,PA,Pennsylvania,ZACCAEUS CORPORATION,516 FIG ST,SCRANTON,42079,2002,L21,Northeast,Middle Atlantic
233323123,NJ,New Jersey,DON PEDRO HOUSING CORPORATION,75 PARK AVE,NEWARK,34013,1995,L20,Northeast,Middle Atlantic
236398764,PA,Pennsylvania,FRIENDS REHABILITATION PROGRAM INC,704 W GIRARD AVE # 706,PHILADELPHIA,42101,1965,L22,Northeast,Middle Atlantic
236444138,PA,Pennsylvania,LACKAWANNA NEIGHBORS INC,670 ADAMS AVE,SCRANTON,42069,1969,L99,Northeast,Middle Atlantic
236462133,PA,Pennsylvania,SOUTH PHILADELPHIA HOMES INC,1444 POINT BREEZE AVE,PHILADELPHIA,42101,1969,L80,Northeast,Middle Atlantic
237001470,NJ,New Jersey,FAIR HOUSING COUNCIL OF NORTHERN NEW JERSEY,1182 TEANECK RD,TEANECK,34003,1968,L19,Northeast,Middle Atlantic
237004355,PA,Pennsylvania,COMMUNITY HOMES OF LEBANON VALLEY INC,1407 OAK STREET,LEBANON,42075,1969,L22,Northeast,Middle Atlantic
237006582,CA,California,RIDGE POINT NON-PROFIT HOUSING CORPORATION,140 CASHMERE ST,SAN FRANCISCO,6075,2014,L21,West,Pacific
237010677,LA,Louisiana,CENTRAL CITY HOUSING DEVELOPMENT CORPORATION,2020 JACKSON AVE STE 2,NEW ORLEANS,22071,2018,L20,South,West South Central
237013134,NY,New York,HOPE COMMUNITY INC,174 E 104TH ST,NEW YORK,36061,1981,L20,Northeast,Middle Atlantic
237013569,CT,Connecticut,FAIRFIELD COUNTY MUTUAL HOUSING INC,6 CHESTNUT STREET NO B,NORWALK,9001,1987,L20,Northeast,New England
237014485,VA,Virginia,HAMPTON ROADS COMMUNITY ACTION PROGRAM INC,2410 WICKHAM AVE,NEWPORT NEWS,51700,1996,S20,South,South Atlantic
237021273,NY,New York,GREATER JAMAICA DEVELOPMENT CORP,9004 161ST ST,JAMAICA,36081,1994,S31,Northeast,Middle Atlantic
237029088,NY,New York,T A P INC,210 RIVER ST,TROY,36083,1969,L81,Northeast,Middle Atlantic
237029247,OH,Ohio,TREMONT WEST DEVELOPMENT CORPORATION,2406 PROFESSOR STREET,CLEVELAND,39035,1969,S20,Midwest,East North Central
237031625,CA,California,SOUTHERN CALIFORNIA INDIAN CENTER INC,10175 SLATER AVE STE 150,FOUNTAIN VLY,6059,1969,P84,West,Pacific
237032167,IN,Indiana,INTERFAITH HOUSING CORPORATION,34 NORTHWEST 5TH ST,RICHMOND,18177,1971,L22,Midwest,East North Central
237032226,DC,District of Columbia,FIRST RISING MT ZION BAPTIST CHURCH HOUSING CORPORATION INC,602 N ST NW,WASHINGTON,11001,1972,L20,South,South Atlantic
237037297,NJ,New Jersey,MOORESTOWN ECUMENICAL NEIGHBORHOOD DEVELOPMENT INC,99 E SECOND STREET,MOORESTOWN,34005,1970,S20,Northeast,Middle Atlantic
237044492,MA,Massachusetts,TENANTS DEVELOPMENT CORPORATION,400 MASSACHUSETTS AVE,BOSTON,25025,1972,L80,Northeast,New England
237047048,DE,Delaware,LATIN AMERICAN COMMUNITY CENTER CORPORATION,403 N VAN BUREN ST,WILMINGTON,10003,1969,P28,South,South Atlantic
237056987,OR,Oregon,MID-WILLAMETTE VALLEY COMMUNITY ACTION AGENCY INC,2475 CENTER ST NE,SALEM,41047,1967,S20,West,Pacific
237058381,RI,Rhode Island,CHILD AND FAMILY SERVICES OF NEWPORT COUNTY,31 JOHN CLARKE RD,MIDDLETOWN,44005,1971,P40,Northeast,New England
237058669,NY,New York,COMMUNITY ACTION IN SELF HELP INC,48 WATER STREET,LYONS,36117,1971,L20,Northeast,Middle Atlantic
237061499,HI,Hawaii,HALE KIPA INC,912128 OLD FORT WEAVER,EWA BEACH,15003,1970,P30,West,Pacific
237061564,NJ,New Jersey,VISIONS AND PATHWAYS A NJ NONPROFIT CORPORATION,49 BRAHMA AVE,BRIDGEWATER,34035,1970,P30,Northeast,Middle Atlantic
237062976,TX,Texas,BAKERRIPLEY,4450 HARRISBURG BLVD,HOUSTON,48201,1970,P28,South,West South Central
237063141,AZ,Arizona,TUCSON URBAN LEAGUE INC,2305 S PARK AVE,TUCSON,4019,1970,P22,West,Mountain
237064804,WA,Washington,NORTHWEST HOUSING DEVELOPMENT,PO BOX 39803,LAKEWOOD,53053,1971,L20,West,Pacific
237072697,ME,Maine,RURAL COMMUNITY ACTION MINISTRY,RR1 BOX 2900,LEEDS,23001,1971,P20,Northeast,New England
237073045,IL,Illinois,73RD & DOBSON HOUSING CORP,2850 S MICHIGAN AVE,CHICAGO,17031,1990,L20,Midwest,East North Central
237076247,NY,New York,COMMUNITY PROGRESS INCORPORATED,147 E 2ND ST,CORNING,NA,1971,L99,Northeast,Middle Atlantic
237078882,NY,New York,SETTLEMENT HOUSING FUND INC,247 W 37TH STREET 4TH FLOOR,NEW YORK,36061,1971,L20,Northeast,Middle Atlantic
237078895,IN,Indiana,TRI-COUNTY HOUSING CORPORATION,5931 W STATE ROAD 48,JASONVILLE,18055,1971,L50,Midwest,East North Central
237084455,OH,Ohio,CENTER FOR FAMILIES AND CHILDREN,4500 EUCLID AVE,CLEVELAND,39035,1970,P20,Midwest,East North Central
237085960,CA,California,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,3180 UNIVERSITY AVE STE 317,SAN DIEGO,6073,1970,P81,West,Pacific
237087890,IL,Illinois,BICKERDIKE REDEVELOPMENT CORPORATION,2550 W NORTH AVE,CHICAGO,17031,1972,L82,Midwest,East North Central
237088799,OR,Oregon,SANDY COMMUNITY ACTION COUNCIL INC,PO BOX 11,SANDY,41005,1970,S20,West,Pacific
237089722,MA,Massachusetts,PLANNING OFFICE FOR URBAN AFFAIRS INC,84 STATE ST STE 600,BOSTON,25025,1970,L20,Northeast,New England
237089977,CA,California,MIDPEN HOUSING CORPORATION,303 VINTAGE PARK DR STE 250,FOSTER CITY,6081,1971,L22,West,Pacific
237090480,PA,Pennsylvania,JONES MEMORIAL COMMUNITY DEVELOPMENT CORPORATION,PO BOX 15194,PHILADELPHIA,42101,1988,S20,Northeast,Middle Atlantic
237095139,FL,Florida,JACKSONVILLE URBAN LEAGUE ECONOMIC AND COMMUNITY DEVELOPMENT FDN INC,903 UNION ST W,JACKSONVILLE,12031,2016,P22,South,South Atlantic
237097000,MD,Maryland,COMPREHENSIVE HOUSING ASSISTANCE INC,5809 PARK HEIGHTS AVE,BALTIMORE,24510,1973,L81,South,South Atlantic
237097870,MD,Maryland,PROUD PEOPLES RELOCATION ORGANIZATION AND UNITED DEVELOPMEN,NA,HUGHESVILLE,24017,1971,L20,South,South Atlantic
237098123,DC,District of Columbia,SOME INC,60 O ST NW,WASHINGTON,11001,1971,P60,South,South Atlantic
237098744,OH,Ohio,HARVARD COMMUNITY SERVICES CENTER,18240 HARVARD AVE,CLEVELAND,39035,1970,P28,Midwest,East North Central
237101203,MI,Michigan,BANGOR HOMES NON-PROFIT HOUSING CORPORATION,3325 ALARIE DR,BAY CITY,26017,1978,L50,Midwest,East North Central
237102740,MA,Massachusetts,INQUILINOS BORICUAS EN ACCION,405 SHAWMUT AVE,BOSTON,25025,1971,S20,Northeast,New England
237102834,CO,Colorado,COMMUNITY RESOURCES & HOUSING DEVELOPMENT CORPORATION,7305 LOWELL BLVD UNIT 200,WESTMINSTER,8001,1971,L21,West,Mountain
237106474,PA,Pennsylvania,BUCKS COUNTY HOUSING DEVELOPMENT CORPORATION,9187 NEW FALLS RD STE 203L,FALLSINGTON,42017,2016,L21,Northeast,Middle Atlantic
237113307,CA,California,PICO-UNION HOUSING CORPORATION,1038 VENICE BLVD,LOS ANGELES,6037,1981,L21,West,Pacific
237115003,OR,Oregon,SHELTERCARE,499 W 4TH AVE,EUGENE,41039,1997,L41,West,Pacific
237117119,PA,Pennsylvania,MORAVIAN DEVELOPEMENT CORP,561 E MARKET ST,BETHLEHEM,42095,2006,L20,Northeast,Middle Atlantic
237120670,MI,Michigan,COMMUNITY ACTION HOUSE,345 W 14TH ST,HOLLAND,26139,1972,S20,Midwest,East North Central
237121174,MA,Massachusetts,JUST A START INC,1035 CAMBRIDGE ST,CAMBRIDGE,25017,1971,S20,Northeast,New England
237121924,AK,Alaska,ALASKA HOUSING DEVELOPMENT CORPORATION,1800 NORTHWOOD DRIVE,JUNEAU,2110,1972,L20,West,Pacific
237122037,AL,Alabama,CATHOLIC HOUSING OF MOBILE INC,PO BOX 161604,MOBILE,1097,1972,L21,South,East South Central
237126816,NY,New York,EASTSIDE COMMUNITY CENTER OF ROCHESTER INC,NA,ROCHESTER,36055,1971,P28,Northeast,Middle Atlantic
237129398,WI,Wisconsin,MILWAUKEE ECONOMIC DEVELOPMENT CORP,757 N BROADWAY STE 600,MILWAUKEE,55079,1974,S31,Midwest,East North Central
237129500,NY,New York,CAMBRAY HOUSING CORPORATION,68 W MAIN ST,GOUVERNEUR,36089,2007,L50,Northeast,Middle Atlantic
237130295,CA,California,YA-KA-AMA INDIAN EDUCATION & DEVELOPMENT,7465 STEVE OLSON LN,FORESTVILLE,6097,1971,P84,West,Pacific
237131204,OH,Ohio,HOME REPAIR RESOURCE CENTER,2520 NOBLE RD,CLEVELAND HTS,39035,1971,L81,Midwest,East North Central
237131446,MA,Massachusetts,HOUSING SOLUTIONS FOR SOUTHEASTERN MASSACHUSETTS INC,169 SUMMER ST,KINGSTON,25023,1972,L21,Northeast,New England
237135627,MI,Michigan,GREATER LANSING NON-PROFIT HOUSING CORPORATION,C/O 201 N WASHINGTON SQ STE 930,LANSING,26037,1971,L20,Midwest,East North Central
237138165,RI,Rhode Island,WEST ELMWOOD HOUSING DEVELOPMENT CORP,224 DEXTER ST,PROVIDENCE,44007,1971,L20,Northeast,New England
237138692,NJ,New Jersey,GREATER ENGLEWOOD HOUSING CORPORATION NO 1,ONE ROCK CREEK TERRACE,ENGLEWOOD,34003,1972,L20,Northeast,Middle Atlantic
237139963,NJ,New Jersey,JEWISH COMMUNITY HOUSING CORPORATION,50 EISENHOWER DRIVE,PARAMUS,34003,1972,L20,Northeast,Middle Atlantic
237148225,VA,Virginia,ROCKBRIDGE AREA HOUSING CORPORATION,PO BOX 1096,LEXINGTON,51678,1972,L20,South,South Atlantic
237154645,NY,New York,NEIGHBORS OF WATERTOWN INC,112 FRANKLIN ST,WATERTOWN,36045,1972,L20,Northeast,Middle Atlantic
237157433,PA,Pennsylvania,OPERATION BETTER BLOCK INC,801 NORTH HOMEWOOD AVENUE,PITTSBURGH,42003,1972,S20,Northeast,Middle Atlantic
237164223,MA,Massachusetts,MADISON PARK DEVELOPMENT CORPORATION,184 DUDLEY STREET,ROXBURY,25025,1972,L20,Northeast,New England
237168031,MA,Massachusetts,ONEHOLYOKE COMMUNITY DEVELOPMENT CORPORATION,70 LYMAN ST,HOLYOKE,25013,1972,L20,Northeast,New England
237169558,NY,New York,WEST HARLEM GROUP ASSISTANCE INC,1652 AMSTERDAM AVE,NEW YORK,36061,1973,L21,Northeast,Middle Atlantic
237173177,NY,New York,SENECA HOUSING INC,11 AUBURN RD,SENECA FALLS,36099,2006,L80,Northeast,Middle Atlantic
237179787,CA,California,SACRED HEART COMMUNITY SERVICE,1381 S 1ST ST,SAN JOSE,6085,1972,P20,West,Pacific
237181388,IL,Illinois,OAK PARK REGIONAL HOUSING CENTER,1041 SOUTH BLVD,OAK PARK,17031,1972,L80,Midwest,East North Central
237181440,PA,Pennsylvania,F O R STO-ROX NEIGHBORHOOD CORP,420 CHARTIERS AVE,MCKEES ROCKS,42003,1972,S20,Northeast,Middle Atlantic
237187286,RI,Rhode Island,PEOPLES REDEVELOPMENT CORPORATION,200 GORDON AVENUE,PROVIDENCE,44007,1972,L25,Northeast,New England
237187781,IN,Indiana,UNITED FAITH HOUSING CORPORATION,600 MAIN STREET,ANDERSON,18095,2012,L20,Midwest,East North Central
237204495,IN,Indiana,THE JOHN H BONER COMMUNITY CENTER INC,2236 E 10TH ST,INDIANAPOLIS,18097,1985,P28,Midwest,East North Central
237209691,MA,Massachusetts,BOSTON CHINATOWN NEIGHBORHOOD CENTER INC,885 WASHINGTON STREET,BOSTON,25025,1972,P33,Northeast,New England
237216273,MO,Missouri,GRACE HILL SETTLEMENT HOUSE,2125 BISSELL ST,SAINT LOUIS,29510,1971,P28,Midwest,West North Central
237219506,LA,Louisiana,BROADMOOR IMPROVEMENT ASSOCIATION INCORPORATED,PO BOX 13369,NEW ORLEANS,22071,1972,S21,South,West South Central
237220015,OH,Ohio,VICTORY ECONOMIC DEVELOPMENT,320 3RD ST NW,CANTON,39151,1982,S31,Midwest,East North Central
237226278,NC,North Carolina,NORTH CAROLINA SENIOR CITIZENS FEDERATION,2528 POOLE RD,RALEIGH,37183,1974,P81,South,South Atlantic
237226828,ME,Maine,WASHINGTON HANCOCK COMMUNITY AGENCY,248 BUCKSPORT RD,ELLSWORTH,23009,1972,P20,Northeast,New England
237229294,NJ,New Jersey,BETTER COMMUNITY HOUSING OF TRENTON INC,PO BOX 298,TRENTON,34021,1999,L20,Northeast,Middle Atlantic
237230453,KY,Kentucky,PRESBYTERIAN HOUSING CORP,1510 VERSAILLES ROAD,LEXINGTON,21067,1980,L20,South,East South Central
237230578,IL,Illinois,SPANISH COALITION FOR HOUSING,1922 N PULASKI RD,CHICAGO,17031,1974,L80,Midwest,East North Central
237231256,ND,North Dakota,DAKOTA PRAIRIE COMMUNITY ACTION AGENCY INC,223 4TH ST NE,DEVILS LAKE,38071,1973,P20,Midwest,West North Central
237232208,MN,Minnesota,PROJECT FOR PRIDE IN LIVING INC,1035 E FRANKLIN AVE,MINNEAPOLIS,27053,1974,L21,Midwest,West North Central
237235755,IL,Illinois,COMMUNITY SERVICE COUNCIL OF NORTHERN WILL COUNTY,440 QUADRANGLE DR STE C,BOLINGBROOK,17197,1977,S80,Midwest,East North Central
237236750,NJ,New Jersey,LAWRENCE NON-PROFIT HOUSING INC,587 HADDON AVE,COLLINGSWOOD,34021,2016,L21,Northeast,Middle Atlantic
237236840,CT,Connecticut,WATERBURY FIRST CHURCH HOUSING INC,50 SOUTHWICK CT,CHESHIRE,9009,1973,L20,Northeast,New England
237237898,CA,California,CASA FAMILIAR INC,119 W HALL AVE,SAN YSIDRO,6073,1973,P20,West,Pacific
237242242,CT,Connecticut,GUILFORD INTERFAITH HOUSING CORP,PO BOX 416,GUILFORD,9009,2014,L21,Northeast,New England
237248657,OH,Ohio,COMMUNITY DEVELOPMENT CENTER INC,330 OAK TERRACE BLVD,HOLLAND,39095,1973,S20,Midwest,East North Central
237249368,NJ,New Jersey,LA CASA DE DON PEDRO INC,75 PARK AVE,NEWARK,34013,1980,P20,Northeast,Middle Atlantic
237254097,OR,Oregon,INTEGRATED SUPPORTS FOR LIVING INC,1880 FISHER RD NE,SALEM,41047,1977,L20,West,Pacific
237255988,PA,Pennsylvania,PERRY COUNTY NON-PROFIT HOUSING CORPORATION,PO BOX 181,LOYSVILLE,42099,1974,L22,Northeast,Middle Atlantic
237264316,NY,New York,STRAND COMMUNITY ORGANIZATION TO REHABILITATE THE ENVIRONMENT,694 BROADWAY,KINGSTON,36111,1974,S80,Northeast,Middle Atlantic
237265066,IL,Illinois,OUTREACH COMMUNITY MINISTRIES INC,373 S SCHMALE RD STE 102,CAROL STREAM,17043,1978,P20,Midwest,East North Central
237267019,SD,South Dakota,RAPID CITY ECONOMIC DEVELOPMENT FOUNDATION,525 UNIVERSITY LOOP STE 101,RAPID CITY,46103,1973,S30,Midwest,West North Central
237274262,IN,Indiana,OPEN DOOR COMMUNITY SERVICES INC,PO BOX 528,MUNCIE,18035,1973,P20,Midwest,East North Central
237279074,CA,California,UNION OF PAN ASIAN COMMUNITIES,1031 25TH ST,SAN DIEGO,6073,1975,P20,West,Pacific
237279954,OH,Ohio,MAUMEE VALLEY PLANNING ORGANIZATION,1300 EAST SECOND STREET RM/STE 200,DEFIANCE,39039,1973,S03,Midwest,East North Central
237279962,WA,Washington,SEATTLE EMERGENCY HOUSING SERVICE,NA,SEATTLE,53033,1973,L41,West,Pacific
237285823,MO,Missouri,DUTCHTOWN SOUTH COMMUNITY CORPORATION,4204 VIRGINIA AVE,SAINT LOUIS,29510,1974,S20,Midwest,West North Central
237285827,MO,Missouri,GRAND OAK HILL COMMUNITY CORP,4168 JUNIATA ST,SAINT LOUIS,29510,1974,S21,Midwest,West North Central
237292125,TN,Tennessee,TENNESSEE OPPORTUNITY PROGRAMS INC,332 N SPRING ST ST B,SPARTA,47149,1974,P20,South,East South Central
237293380,MA,Massachusetts,SOMERVILLE COMMUNITY CORPORATION INC,337 SOMERVILLE AVENUE 2ND FLOOR,SOMERVILLE,25017,1974,S20,Northeast,New England
237299143,OH,Ohio,COMMUNITY HOUSING SOLUTIONS,12114 LARCHMERE BLVD,CLEVELAND,39035,1973,L50,Midwest,East North Central
237299493,MA,Massachusetts,CASCAP INC,231 SOMERVILLE AVE,SOMERVILLE,25017,1974,L20,Northeast,New England
237300017,CA,California,WITTENBERG MANOR INC,657 BARTLETT AVENUE,HAYWARD,6001,1973,L99,West,Pacific
237300355,IN,Indiana,MIDDLE WAY HOUSE INC,PO BOX 95,BLOOMINGTON,18105,1973,P43,Midwest,East North Central
237303018,VA,Virginia,HOUSING OPPORTUNITIES MADE EQUAL OF VIRGINIA INC,626 E BROAD ST STE 400,RICHMOND,51760,1973,L192,South,South Atlantic
237303789,MI,Michigan,LEVEL ACRES NONPROFIT HOUSING CORPORATION,419 SOUTH CORAL STREET,KALKASKA,26079,1997,L20,Midwest,East North Central
237304852,NJ,New Jersey,UNIFIED VAILSBURG SERVICES,40 RICHELIEU TER,NEWARK,34013,1973,P20,Northeast,Middle Atlantic
237306438,TX,Texas,LAKE COMO AREA COUNCIL INCORPORATED,3507 HORNE ST,FORT WORTH,48439,1994,S20,South,West South Central
237312901,TX,Texas,AUSTIN TENANTS COUNCIL,PO BOX 6511,AUSTIN,48453,1973,L50,South,West South Central
237317490,OH,Ohio,LIFELINE FOR THE EMPOWERMENT & DEVELOPMENT OF CONSUMERS INC,PO BOX 496,PAINESVILLE,39085,1973,P60,Midwest,East North Central
237319371,TX,Texas,CHRISTIAN COMMUNITY ACTION,200 S MILL ST,LEWISVILLE,48121,1973,L80,South,West South Central
237319621,PA,Pennsylvania,LIFESPAN INC,314 E 8TH AVE,HOMESTEAD,42003,1973,P81,Northeast,Middle Atlantic
237346733,MN,Minnesota,LEXINGTON-HAMLINE COMMUNITY COUNCIL INC,1216 SELBY AVENUE,SAINT PAUL,27123,1974,S21,Midwest,West North Central
237348835,WI,Wisconsin,ANVIL HOUSING CORPORATION,2025 NORTH 14TH STREET,MILWAUKEE,55079,1993,L20,Midwest,East North Central
237353267,DE,Delaware,BETTER HOMES OF SEAFORD INC,101 INDEPENDENCE DR,SEAFORD,10005,1990,L20,South,South Atlantic
237354073,NY,New York,MID-BRONX SENIOR CITIZENS COUNCIL INC,900 GRAND CONCOURSE,BRONX,36005,1973,P81,Northeast,Middle Atlantic
237356022,ME,Maine,SACO HOUSING DEVELOPMENT CORP,307 CUMBERLAND AVE,PORTLAND,23005,1976,L20,Northeast,New England
237356791,IA,Iowa,GRINNELL AREA HOUSING INC,12289 STRATFORD DR,CLIVE,31109,1974,L20,Midwest,West North Central
237362592,OH,Ohio,THE ABCD INC,1225 GROSS AVE NE,CANTON,39151,1974,S20,Midwest,East North Central
237364935,KY,Kentucky,AUDUBON AREA COMMUNITY SERVICES INC,1700 W 5TH ST3,OWENSBORO,21059,1974,P20,South,East South Central
237366839,NJ,New Jersey,PERTH AMBOY HOUSING DEVELOPMENT CORP,1 OLIVE ST,PERTH AMBOY,34023,1980,L81,Northeast,Middle Atlantic
237367331,MD,Maryland,PROJECT PLASE INC,3601 OLD FREDERICK RD,BALTIMORE,24510,1974,L21,South,South Atlantic
237368197,ME,Maine,EASTPORT NON-PROFIT HOUSING CORP,2 LINCOLN ST,EASTPORT,23029,1975,L80,Northeast,New England
237368244,ME,Maine,GREENVILLE HOUSING CORP,PO BOX 702,GREENVILLE,23021,2002,L50,Northeast,New England
237368656,NY,New York,HOMSITE FUND INC,60 CLARK ST,AUBURN,36011,1975,S20,Northeast,Middle Atlantic
237369341,PA,Pennsylvania,BETTER HOUSING FOR ERIE EAST CORP,429 E GRANDVIEW BLVD,ERIE,42003,1946,L20,Northeast,Middle Atlantic
237374156,OH,Ohio,MILES AHEAD INC,NA,CLEVELAND,39035,1974,S31,Midwest,East North Central
237376130,OH,Ohio,DETROIT-SHOREWAY COMMUNITY DEVELOPMENT ORGANIZATION,6516 DETROIT AVE STE 1,CLEVELAND,39035,1976,S20,Midwest,East North Central
237376539,CA,California,BARRIO STATION,2175 NEWTON AVE,SAN DIEGO,6073,1975,P33,West,Pacific
